Gene stable ID,Gene name
ENSGALG00000039914,gga-mir-6566
ENSGALG00000011182,DLL1
ENSGALG00000021777,gga-mir-211
ENSGALG00000017817,SNORD15
ENSGALG00000011392,MSH4
ENSGALG00000040604,gga-mir-6566
ENSGALG00000043674,gga-mir-6516
ENSGALG00000017818,SNORD15
ENSGALG00000006872,PISD
ENSGALG00000038027,gga-mir-7449
ENSGALG00000025564,SNORD15
ENSGALG00000033001,ATP5J2
ENSGALG00000018330,gga-mir-107
ENSGALG00000038340,ZBTB14
ENSGALG00000041791,DPP6
ENSGALG00000025312,gga-mir-1550
ENSGALG00000029125,RMST_8
ENSGALG00000029823,SPRN
ENSGALG00000031249,gga-mir-1634-2
ENSGALG00000032167,gga-mir-7471
ENSGALG00000034036,U8
ENSGALG00000033880,CRISPLD1
ENSGALG00000004831,RPS4
ENSGALG00000002080,DOCK2
ENSGALG00000043780,gga-mir-1634-1
ENSGALG00000039699,U8
ENSGALG00000030282,gga-mir-7471
ENSGALG00000009958,ABCG8
ENSGALG00000007291,C16orf72
ENSGALG00000004418,SSTR2
ENSGALG00000025242,gga-mir-1574
ENSGALG00000001964,INPP5E
ENSGALG00000001753,SFMBT1
ENSGALG00000039380,TBC1D1
ENSGALG00000040598,gga-mir-6611
ENSGALG00000026402,DLG2-AS1_2
ENSGALG00000010654,TRAPPC11
ENSGALG00000021772,gga-mir-202
ENSGALG00000007410,IGDCC4
ENSGALG00000008043,CORO2B
ENSGALG00000035654,gga-mir-1434
ENSGALG00000042640,SNORA50
ENSGALG00000038017,gga-mir-6542
ENSGALG00000015846,SNAP91
ENSGALG00000022557,CLDN3
ENSGALG00000008321,RNPEPL1
ENSGALG00000031326,SNORA50
ENSGALG00000025684,gga-mir-2188
ENSGALG00000015008,ZNF366
ENSGALG00000009634,GFM1
ENSGALG00000032398,ASPM
ENSGALG00000027783,PART1_2
ENSGALG00000026575,gga-mir-6564
ENSGALG00000041641,HMG20A
ENSGALG00000032375,SNORD56
ENSGALG00000032123,gga-mir-6558
ENSGALG00000001433,B3GNTL1
ENSGALG00000006258,SPOCK1
ENSGALG00000025544,gga-mir-1456
ENSGALG00000025600,SNORD37
ENSGALG00000046187,PARP12
ENSGALG00000025395,gga-mir-1688
ENSGALG00000028825,gga-mir-6668
ENSGALG00000010664,KIF26B
ENSGALG00000021775,gga-mir-130c
ENSGALG00000040025,SCARNA4
ENSGALG00000027826,gga-mir-6674
ENSGALG00000035618,U2
ENSGALG00000025207,gga-mir-1462
ENSGALG00000025492,gga-mir-1565
ENSGALG00000041579,U2
ENSGALG00000006688,TADA3
ENSGALG00000042479,gga-mir-7451
ENSGALG00000011035,AK4
ENSGALG00000002765,NBR1
ENSGALG00000008555,MXI1
ENSGALG00000025476,gga-mir-1397
ENSGALG00000040922,U2
ENSGALG00000030261,SMIM12
ENSGALG00000025572,gga-mir-1597
ENSGALG00000014651,LYSMD3
ENSGALG00000012968,RMND1
ENSGALG00000009946,HECTD1
ENSGALG00000035320,U2
ENSGALG00000025429,gga-mir-1628
ENSGALG00000001900,PHF24
ENSGALG00000013160,CHMP5
ENSGALG00000012732,PHACTR1
ENSGALG00000025160,gga-mir-1614
ENSGALG00000032510,U2
ENSGALG00000025253,gga-mir-1694
ENSGALG00000011976,L3MBTL2
ENSGALG00000034534,FAAP24
ENSGALG00000039549,SEL1L3
ENSGALG00000038870,U2
ENSGALG00000025367,gga-mir-1798
ENSGALG00000037184,gga-mir-7483
ENSGALG00000046358,FBLN7
ENSGALG00000029555,U2
ENSGALG00000042233,gga-let-7b
ENSGALG00000011130,COPS4
ENSGALG00000025354,gga-mir-1769
ENSGALG00000024749,U2
ENSGALG00000018241,gga-let-7b
ENSGALG00000032029,SRF
ENSGALG00000008898,GRIN1
ENSGALG00000031679,POLE4
ENSGALG00000018350,gga-mir-101-1
ENSGALG00000001121,SH3GL1
ENSGALG00000039724,RHOF
ENSGALG00000035894,U2
ENSGALG00000025571,gga-mir-1845
ENSGALG00000029567,U2
ENSGALG00000004438,ARSB
ENSGALG00000028432,gga-mir-6583
ENSGALG00000026238,gga-mir-6635-3
ENSGALG00000014860,YES1
ENSGALG00000016537,SCML2
ENSGALG00000040466,U2
ENSGALG00000033635,PTGS2
ENSGALG00000040842,HSPB2
ENSGALG00000021773,gga-mir-302c
ENSGALG00000018238,gga-mir-135a-2
ENSGALG00000008974,USP33
ENSGALG00000008162,FBXO18
ENSGALG00000017902,U2
ENSGALG00000028107,U2
ENSGALG00000028783,gga-mir-1609
ENSGALG00000028351,U5
ENSGALG00000009466,SEC23IP
ENSGALG00000045093,C12orf50
ENSGALG00000001490,KCNJ13
ENSGALG00000008362,SSTR4
ENSGALG00000004937,VGLL4
ENSGALG00000008544,SLC8A1
ENSGALG00000043468,LRRC23
ENSGALG00000028655,gga-mir-6607
ENSGALG00000029046,U5
ENSGALG00000012128,IMMP1L
ENSGALG00000030342,SARNP
ENSGALG00000002237,ATP6V0D1
ENSGALG00000027447,U5
ENSGALG00000001731,CDK12
ENSGALG00000016034,ATRN
ENSGALG00000028793,U5
ENSGALG00000025435,gga-mir-1579
ENSGALG00000015117,DRD3
ENSGALG00000029038,U5
ENSGALG00000011742,ART4
ENSGALG00000026358,gga-mir-3539
ENSGALG00000008864,FXR1
ENSGALG00000029706,RUFY1
ENSGALG00000034703,U5
ENSGALG00000010298,DCTN6
ENSGALG00000028274,gga-mir-6666
ENSGALG00000017398,DSG1
ENSGALG00000013594,PARD6G
ENSGALG00000025615,SCARNA11
ENSGALG00000043213,CYP26C1
ENSGALG00000030710,L3MBTL1
ENSGALG00000027663,gga-mir-6695
ENSGALG00000003302,SLC38A8
ENSGALG00000011400,USP44
ENSGALG00000025204,SNORD93
ENSGALG00000033520,DCSTAMP
ENSGALG00000006080,GPC4
ENSGALG00000010678,DESI2
ENSGALG00000042062,HMX1
ENSGALG00000027756,uc_338
ENSGALG00000011464,EIF5
ENSGALG00000004930,HRH1
ENSGALG00000025274,gga-mir-1789
ENSGALG00000008320,EDEM1
ENSGALG00000039173,RGMA
ENSGALG00000029007,uc_338
ENSGALG00000025458,gga-mir-1809
ENSGALG00000009503,RAB3GAP2
ENSGALG00000014843,TPD52L1
ENSGALG00000034283,gga-mir-7461
ENSGALG00000032570,LANCL2
ENSGALG00000028078,uc_338
ENSGALG00000015746,JAM2
ENSGALG00000025322,gga-mir-1730
ENSGALG00000036647,BCL7B
ENSGALG00000042464,gga-mir-7461
ENSGALG00000023296,TAL1
ENSGALG00000037314,RPH3AL
ENSGALG00000027040,uc_338
ENSGALG00000025500,gga-mir-1770
ENSGALG00000014824,PTGER4
ENSGALG00000014575,SEPHS1
ENSGALG00000040024,gga-mir-7461
ENSGALG00000030481,RAB40C
ENSGALG00000018289,gga-mir-124c
ENSGALG00000037770,gga-mir-7461
ENSGALG00000038480,DHX32
ENSGALG00000025419,gga-mir-1588
ENSGALG00000043285,CNTD1
ENSGALG00000041790,SAMD4A
ENSGALG00000012944,DENND5B
ENSGALG00000018269,gga-mir-218-2
ENSGALG00000042393,gga-mir-7440
ENSGALG00000006413,CEMIP
ENSGALG00000012685,KDM1B
ENSGALG00000026492,EMC6
ENSGALG00000037315,KLHDC4
ENSGALG00000028521,gga-mir-6642
ENSGALG00000045363,IFNA
ENSGALG00000037610,gga-mir-7445-2
ENSGALG00000012023,DACT1
ENSGALG00000027285,gga-mir-4732
ENSGALG00000012147,DDX18
ENSGALG00000023379,F2RL2
ENSGALG00000029864,gga-mir-1777
ENSGALG00000028151,gga-mir-6592
ENSGALG00000025505,gga-mir-1777
ENSGALG00000007138,MED28
ENSGALG00000005121,TAF4
ENSGALG00000013626,GMNN
ENSGALG00000028173,gga-mir-6550
ENSGALG00000028225,SLC17A9
ENSGALG00000011867,SERHL2
ENSGALG00000003921,DBNDD2
ENSGALG00000009147,NCSTN
ENSGALG00000025446,gga-mir-1760
ENSGALG00000027036,PKIB
ENSGALG00000018249,gga-mir-19b
ENSGALG00000041334,SNRPD1
ENSGALG00000026969,gga-mir-6697
ENSGALG00000029235,CPNE4
ENSGALG00000028974,gga-mir-6709
ENSGALG00000010861,OMA1
ENSGALG00000025318,gga-mir-1619
ENSGALG00000021869,PODN
ENSGALG00000026098,IL8
ENSGALG00000029121,gga-mir-3526
ENSGALG00000033766,gga-mir-7474
ENSGALG00000015554,SORCS2
ENSGALG00000014435,MRPL51
ENSGALG00000003976,BCORL1
ENSGALG00000021726,gga-mir-181b-1
ENSGALG00000009456,EXD2
ENSGALG00000035406,Dsn1
ENSGALG00000025177,gga-mir-1806
ENSGALG00000025528,gga-mir-1616
ENSGALG00000005425,OGT
ENSGALG00000034237,gga-mir-7455
ENSGALG00000003273,HSDL1
ENSGALG00000016455,GREB1
ENSGALG00000025288,gga-mir-1796
ENSGALG00000026650,gga-mir-6561
ENSGALG00000018874,SNX24
ENSGALG00000025551,gga-mir-1684b
ENSGALG00000002964,DHX37
ENSGALG00000030229,CSMD2
ENSGALG00000025305,gga-mir-1622
ENSGALG00000026759,gga-mir-6615
ENSGALG00000039774,YTHDF3
ENSGALG00000025157,gga-mir-1672
ENSGALG00000005752,ABCA4
ENSGALG00000018344,gga-mir-142
ENSGALG00000000596,CDC27
ENSGALG00000028696,FTD
ENSGALG00000008085,NEFH
ENSGALG00000013102,COBL
ENSGALG00000016915,MYCBP2
ENSGALG00000018255,gga-mir-15a
ENSGALG00000036800,CHMP2A
ENSGALG00000014083,INTS13
ENSGALG00000025382,gga-mir-1647
ENSGALG00000008823,IQUB
ENSGALG00000005295,BCAS3
ENSGALG00000008206,TESC
ENSGALG00000026772,gga-mir-6647
ENSGALG00000015826,HTR1E
ENSGALG00000004571,PPP1CC
ENSGALG00000008109,CDHR3
ENSGALG00000026692,NRAS
ENSGALG00000006775,TGM2
ENSGALG00000038097,EI24
ENSGALG00000027881,uc_338
ENSGALG00000030457,CHCHD5
ENSGALG00000026464,uc_338
ENSGALG00000009415,SMOC1
ENSGALG00000033932,BF1
ENSGALG00000010226,MUTYH
ENSGALG00000027990,uc_338
ENSGALG00000045028,LRRC19
ENSGALG00000015259,RB1CC1
ENSGALG00000002432,DYDC1
ENSGALG00000021589,RTN4RL1
ENSGALG00000025909,uc_338
ENSGALG00000001370,ADAMTS8
ENSGALG00000042833,MAPK14
ENSGALG00000033788,uc_338
ENSGALG00000003405,BSDC1
ENSGALG00000014912,HSPB3
ENSGALG00000006180,SLC9A6
ENSGALG00000008270,CALHM2
ENSGALG00000026726,uc_338
ENSGALG00000009514,NRCAM
ENSGALG00000007771,FAM210B
ENSGALG00000028277,uc_338
ENSGALG00000007677,THNSL1
ENSGALG00000016775,RPL31
ENSGALG00000026515,uc_338
ENSGALG00000021079,RGS19
ENSGALG00000007963,NFATC2
ENSGALG00000004306,SYT12
ENSGALG00000028209,uc_338
ENSGALG00000002734,UHMK1
ENSGALG00000006261,SELENOF
ENSGALG00000007412,MPZL2
ENSGALG00000025783,uc_338
ENSGALG00000001391,PLLP
ENSGALG00000004323,RASAL2
ENSGALG00000011704,HACD2
ENSGALG00000028556,uc_338
ENSGALG00000031408,SORD
ENSGALG00000004154,WISP2
ENSGALG00000008842,PIKFYVE
ENSGALG00000014140,ARFGAP3
ENSGALG00000025790,uc_338
ENSGALG00000000545,REN
ENSGALG00000008151,WSB2
ENSGALG00000035378,DNAJC5
ENSGALG00000027879,uc_338
ENSGALG00000030836,PSD2
ENSGALG00000003670,MAFB
ENSGALG00000025841,uc_338
ENSGALG00000009703,NDUFS7
ENSGALG00000036905,ZNF668
ENSGALG00000025888,uc_338
ENSGALG00000026635,uc_338
ENSGALG00000000280,EFNA5
ENSGALG00000036196,Mtch2
ENSGALG00000027599,uc_338
ENSGALG00000005503,WFDC1
ENSGALG00000014505,FGFBP1
ENSGALG00000027718,uc_338
ENSGALG00000016377,PXDN
ENSGALG00000029381,TAP2
ENSGALG00000004593,SULF2
ENSGALG00000036625,NDUFV2
ENSGALG00000009250,HNRNPA3
ENSGALG00000027966,uc_338
ENSGALG00000009501,TMA16
ENSGALG00000026867,uc_338
ENSGALG00000016199,CRYAA
ENSGALG00000004591,SERPINC1
ENSGALG00000004515,KNTC1
ENSGALG00000007817,EHF
ENSGALG00000027779,uc_338
ENSGALG00000012906,CDH20
ENSGALG00000003099,PCTP
ENSGALG00000026494,uc_338
ENSGALG00000002250,DTWD2
ENSGALG00000010253,ZDHHC17
ENSGALG00000002247,SETD6
ENSGALG00000013173,PYROXD1
ENSGALG00000028054,uc_338
ENSGALG00000006657,MAPRE1
ENSGALG00000002781,BRCA1
ENSGALG00000005412,SNAP47
ENSGALG00000025834,uc_338
ENSGALG00000012449,MBD5
ENSGALG00000000136,Blec2
ENSGALG00000026766,uc_338
ENSGALG00000016446,ATP6V1C2
ENSGALG00000027289,uc_338
ENSGALG00000011022,NPVF
ENSGALG00000036432,DNAJC17
ENSGALG00000028476,uc_338
ENSGALG00000015193,CCDC80
ENSGALG00000026136,uc_338
ENSGALG00000003995,ERAL1
ENSGALG00000014798,SERINC5
ENSGALG00000008155,KCTD18
ENSGALG00000032043,uc_338
ENSGALG00000016518,PHKA2
ENSGALG00000015297,FOXO3
ENSGALG00000005478,SNX7
ENSGALG00000008939,FUBP1
ENSGALG00000027421,uc_338
ENSGALG00000010792,AGMO
ENSGALG00000046375,SULT6B1
ENSGALG00000012584,MARCH7
ENSGALG00000042793,NOL4L
ENSGALG00000035575,SLC7A6OS
ENSGALG00000027657,uc_338
ENSGALG00000004209,ELFN1
ENSGALG00000032702,ITGA3
ENSGALG00000027816,uc_338
ENSGALG00000008238,MED13L
ENSGALG00000012530,FOXRED2
ENSGALG00000038637,SHF
ENSGALG00000026673,Hammerhead_HH9
ENSGALG00000035525,PKIA
ENSGALG00000026676,Hammerhead_HH9
ENSGALG00000003568,PPP1R16B
ENSGALG00000041398,HIST2H4A
ENSGALG00000010317,POLH
ENSGALG00000026801,Hammerhead_HH9
ENSGALG00000009840,TBK1
ENSGALG00000000621,KANK3
ENSGALG00000037327,DCAF17
ENSGALG00000014907,DCBLD1
ENSGALG00000044510,C18orf63
ENSGALG00000036356,YEATS2
ENSGALG00000008508,PYGB
ENSGALG00000021758,SNORD36
ENSGALG00000011213,DEGS2
ENSGALG00000038141,NCF4
ENSGALG00000017831,SNORD36
ENSGALG00000004525,TSPAN10
ENSGALG00000025620,SNORA58
ENSGALG00000032836,MAOB
ENSGALG00000006507,CLMP
ENSGALG00000016476,TTC32
ENSGALG00000025093,SNORD70
ENSGALG00000026011,GALR1
ENSGALG00000007419,MASP1
ENSGALG00000024697,SNORD70
ENSGALG00000023580,CLDN19
ENSGALG00000026407,RMST_7
ENSGALG00000016358,PTCHD1
ENSGALG00000014031,ETFRF1
ENSGALG00000025583,SNORA12
ENSGALG00000001647,PSKH1
ENSGALG00000006506,C5orf15
ENSGALG00000025743,CDR2
ENSGALG00000010619,CC2D1B
ENSGALG00000000154,DENND2D
ENSGALG00000043015,FOXS1
ENSGALG00000037543,U2
ENSGALG00000015061,CDC40
ENSGALG00000034376,ZBTB10
ENSGALG00000009850,NOVA1
ENSGALG00000031763,EDARADD
ENSGALG00000030999,U2
ENSGALG00000015077,ARHGAP31
ENSGALG00000006043,RBBP6
ENSGALG00000042299,U2
ENSGALG00000015378,ABHD10
ENSGALG00000007324,TP63
ENSGALG00000023256,RNF8
ENSGALG00000029715,U2
ENSGALG00000008330,TMEM60
ENSGALG00000000775,CTSS
ENSGALG00000035412,SCARNA6
ENSGALG00000000336,PP1M M21 subunit
ENSGALG00000027633,RASSF9
ENSGALG00000016286,CXorf21
ENSGALG00000040699,SCARNA6
ENSGALG00000019228,SFT2D2
ENSGALG00000025418,SNORA41
ENSGALG00000029118,TRMT10B
ENSGALG00000004662,DISP3
ENSGALG00000000784,PIPKIgamma87
ENSGALG00000029288,5S_rRNA
ENSGALG00000042803,YPEL1
ENSGALG00000013814,IMPA2
ENSGALG00000014914,SNX18
ENSGALG00000000059,TUBB3
ENSGALG00000028448,SH2D1B
ENSGALG00000023395,PLIN1
ENSGALG00000032188,5S_rRNA
ENSGALG00000009020,JAG1
ENSGALG00000008438,SLC35C1
ENSGALG00000002119,C16orf62
ENSGALG00000000374,RNPEP
ENSGALG00000037865,5S_rRNA
ENSGALG00000021729,gga-mir-193b
ENSGALG00000003914,CALR3
ENSGALG00000025357,gga-mir-1736
ENSGALG00000004161,CCNB2
ENSGALG00000032347,5S_rRNA
ENSGALG00000039190,CDK2AP2
ENSGALG00000035751,ONECUT2
ENSGALG00000029889,KAT8
ENSGALG00000040840,MPST
ENSGALG00000027810,gga-mir-6661
ENSGALG00000035581,5S_rRNA
ENSGALG00000025499,gga-mir-1752
ENSGALG00000008732,OTOR
ENSGALG00000015016,SLC22A15
ENSGALG00000033059,5S_rRNA
ENSGALG00000025201,gga-mir-1706
ENSGALG00000018285,gga-mir-187
ENSGALG00000025485,gga-mir-1591
ENSGALG00000043559,5S_rRNA
ENSGALG00000012074,ALPK1
ENSGALG00000020575,ERMN
ENSGALG00000038981,CBLL1
ENSGALG00000029295,AZIN1
ENSGALG00000025481,gga-mir-1713
ENSGALG00000009971,CDC20
ENSGALG00000021770,gga-mir-449a
ENSGALG00000043808,5S_rRNA
ENSGALG00000008486,CACNA2D1
ENSGALG00000006791,TTI1
ENSGALG00000000419,LAMTOR5
ENSGALG00000040340,PCYOX1L
ENSGALG00000034794,5S_rRNA
ENSGALG00000030446,gga-mir-6593
ENSGALG00000028121,gga-mir-6599
ENSGALG00000042075,5S_rRNA
ENSGALG00000002375,NOTCH1
ENSGALG00000028088,gga-mir-6600
ENSGALG00000031503,LRP6
ENSGALG00000025428,gga-mir-1654
ENSGALG00000038825,5S_rRNA
ENSGALG00000005077,F8
ENSGALG00000025231,gga-mir-1734
ENSGALG00000010079,HP1BP3
ENSGALG00000014840,C6
ENSGALG00000025369,gga-mir-1593
ENSGALG00000026276,TCF15
ENSGALG00000034828,SNORD2
ENSGALG00000016576,OFD1
ENSGALG00000027000,gga-mir-6702
ENSGALG00000028687,gga-mir-6645
ENSGALG00000013646,VPS37A
ENSGALG00000030473,SNORD2
ENSGALG00000007594,ASB12
ENSGALG00000001031,HSF5
ENSGALG00000025298,gga-mir-1751
ENSGALG00000030540,gga-mir-1653
ENSGALG00000025468,U6
ENSGALG00000025955,gga-mir-3523
ENSGALG00000005128,PTPDC1
ENSGALG00000038275,gga-mir-1793
ENSGALG00000038556,CDC42EP1
ENSGALG00000025390,snoU2_19
ENSGALG00000025338,gga-mir-1710
ENSGALG00000018294,gga-mir-200a
ENSGALG00000017389,SIX4
ENSGALG00000025399,snoU2_19
ENSGALG00000009684,GPR26
ENSGALG00000014118,MRPS26
ENSGALG00000025353,gga-mir-1804
ENSGALG00000025520,gga-mir-1687
ENSGALG00000030460,TBC1D31
ENSGALG00000017227,SLC36A4
ENSGALG00000011325,NDUFA12
ENSGALG00000007378,FAM162A
ENSGALG00000023881,PLXDC1
ENSGALG00000023439,PJVK
ENSGALG00000018314,gga-mir-7-3
ENSGALG00000018270,gga-mir-205b
ENSGALG00000006771,RPS15A
ENSGALG00000024628,U11
ENSGALG00000015608,ADRA2C
ENSGALG00000025512,gga-mir-1556
ENSGALG00000018251,gga-mir-19a
ENSGALG00000000891,NSUN5
ENSGALG00000034297,TBX2
ENSGALG00000034698,TMEM52B
ENSGALG00000025212,U11
ENSGALG00000018325,gga-mir-106
ENSGALG00000025171,gga-mir-1605
ENSGALG00000002180,CHFR
ENSGALG00000016591,DRC1
ENSGALG00000029679,PLEKHA7
ENSGALG00000024500,gga-mir-124a-2
ENSGALG00000021748,SNORD35
ENSGALG00000004927,COQ4
ENSGALG00000018291,gga-mir-30b
ENSGALG00000001165,PANK4
ENSGALG00000037414,DNAJC28
ENSGALG00000005852,SRMS
ENSGALG00000002897,SLC16A14
ENSGALG00000021766,SNORD35
ENSGALG00000043771,DENND6B
ENSGALG00000025769,gga-mir-6565
ENSGALG00000004329,IQCE
ENSGALG00000033174,ZBTB45
ENSGALG00000025257,gga-mir-1674
ENSGALG00000025587,SNORA77
ENSGALG00000038875,TMC6
ENSGALG00000025565,gga-mir-1739
ENSGALG00000037246,RAMP3
ENSGALG00000028852,gga-mir-6644-1
ENSGALG00000017804,Y_RNA
ENSGALG00000018305,gga-mir-34b
ENSGALG00000009577,PUS7L
ENSGALG00000034380,C7orf26
ENSGALG00000039178,CHD9
ENSGALG00000001988,TXNRD2
ENSGALG00000017803,Y_RNA
ENSGALG00000025780,ITPRIP
ENSGALG00000025393,Y_RNA
ENSGALG00000012513,STAM2
ENSGALG00000028549,gga-mir-6602
ENSGALG00000040549,HTR7
ENSGALG00000025670,U7
ENSGALG00000039541,SH3GLB2
ENSGALG00000023089,SSBP2
ENSGALG00000025281,gga-mir-1648
ENSGALG00000025557,RNase_MRP
ENSGALG00000002856,RUNDC1
ENSGALG00000018355,gga-mir-24
ENSGALG00000009992,ARHGAP5
ENSGALG00000003774,ATP13A2
ENSGALG00000034689,Vault
ENSGALG00000025441,gga-mir-1626
ENSGALG00000004448,BRINP2
ENSGALG00000025613,Vault
ENSGALG00000025378,gga-mir-1720
ENSGALG00000007917,LAMB4
ENSGALG00000010769,HPGD
ENSGALG00000008976,ADAM22
ENSGALG00000044719,OCSTAMP
ENSGALG00000016535,RAB10
ENSGALG00000040957,AGO2
ENSGALG00000018320,gga-mir-30c-2
ENSGALG00000025649,SNORA47
ENSGALG00000026767,gga-mir-6683
ENSGALG00000025349,gga-mir-1802
ENSGALG00000009744,FAM98B
ENSGALG00000017843,SNORA61
ENSGALG00000028059,gga-mir-196-4
ENSGALG00000002598,TPST1
ENSGALG00000021658,PAFAH2
ENSGALG00000031370,gga-mir-6691-1
ENSGALG00000034087,MPND
ENSGALG00000033969,gga-mir-6594
ENSGALG00000029164,SNORD91
ENSGALG00000025549,gga-mir-1641
ENSGALG00000044207,REC114
ENSGALG00000015025,VANGL1
ENSGALG00000040450,gga-mir-7478
ENSGALG00000038022,COL22A1
ENSGALG00000008187,EIF3J
ENSGALG00000028296,gga-mir-6675
ENSGALG00000026066,SNORD91
ENSGALG00000014276,CIR1
ENSGALG00000003283,COMP
ENSGALG00000021908,gga-mir-458a
ENSGALG00000000055,LAMTOR3
ENSGALG00000012218,CBY1
ENSGALG00000027985,snoR12
ENSGALG00000033704,gga-mir-7478
ENSGALG00000026972,gga-mir-6698
ENSGALG00000004508,EYA2
ENSGALG00000000911,IL19
ENSGALG00000037452,gga-mir-7478
ENSGALG00000002563,TPM4
ENSGALG00000017858,SNORA24
ENSGALG00000021771,gga-mir-302b
ENSGALG00000013097,SLC15A5
ENSGALG00000038610,gga-mir-7478
ENSGALG00000007476,VAMP7
ENSGALG00000011373,TECPR2
ENSGALG00000029419,MRPL16
ENSGALG00000017825,SNORA46
ENSGALG00000004695,ECM2
ENSGALG00000030406,CDS2
ENSGALG00000004112,FUCA1
ENSGALG00000016415,MAP7D2
ENSGALG00000041803,gga-mir-7478
ENSGALG00000035170,gga-mir-7459
ENSGALG00000008819,LRSAM1
ENSGALG00000004248,TACR2
ENSGALG00000009598,EPRS
ENSGALG00000040668,gga-mir-7478
ENSGALG00000034693,MLLT6
ENSGALG00000025365,gga-mir-1656
ENSGALG00000005258,SSTR5
ENSGALG00000034028,gga-mir-7478
ENSGALG00000025775,gga-mir-6649
ENSGALG00000003281,GSS
ENSGALG00000010227,KRR1
ENSGALG00000004901,CORO1C
ENSGALG00000036527,SYBU
ENSGALG00000032595,NDUFB2
ENSGALG00000040453,SRA1
ENSGALG00000025789,gga-mir-6614
ENSGALG00000039613,gga-mir-7478
ENSGALG00000011360,PRKAG3
ENSGALG00000031665,gga-mir-7478
ENSGALG00000025533,gga-mir-1729
ENSGALG00000010641,SCCPDH
ENSGALG00000003973,TLCD1
ENSGALG00000037552,gga-mir-7478
ENSGALG00000004693,ARPC1A
ENSGALG00000025344,gga-mir-1718
ENSGALG00000007810,PPP4R2
ENSGALG00000034205,gga-mir-7478
ENSGALG00000030324,KIAA1324L
ENSGALG00000004553,SGPL1
ENSGALG00000012442,MFNG
ENSGALG00000005649,TMEM150A
ENSGALG00000032085,gga-mir-7478
ENSGALG00000023189,UMAD1
ENSGALG00000029359,gga-mir-7478
ENSGALG00000003857,ITK
ENSGALG00000038604,PHB
ENSGALG00000003484,BARD1
ENSGALG00000010448,LTBP1
ENSGALG00000040281,gga-mir-7478
ENSGALG00000035615,gga-mir-7470
ENSGALG00000040254,UQCC1
ENSGALG00000040696,PRCC
ENSGALG00000038080,gga-mir-7470
ENSGALG00000043102,gga-mir-7478
ENSGALG00000028466,IL34
ENSGALG00000006604,KIF3B
ENSGALG00000040441,gga-mir-7470
ENSGALG00000041765,gga-mir-7478
ENSGALG00000039948,gga-mir-7470
ENSGALG00000036300,SEC61A2
ENSGALG00000003073,RHOBTB1
ENSGALG00000036495,gga-mir-7478
ENSGALG00000044485,F2RL3
ENSGALG00000042808,gga-mir-7478
ENSGALG00000001394,UBL7
ENSGALG00000000856,EIF2D
ENSGALG00000036909,AGBL4
ENSGALG00000037570,gga-mir-7478
ENSGALG00000033529,BRPF1
ENSGALG00000025526,gga-mir-222b
ENSGALG00000002266,OGDHL
ENSGALG00000005279,BRIP1
ENSGALG00000014699,MEGF10
ENSGALG00000015602,CKMT2
ENSGALG00000036927,gga-mir-1704
ENSGALG00000009724,GREM1
ENSGALG00000012987,CCDC77
ENSGALG00000030608,gga-mir-1741
ENSGALG00000007533,NPEPL1
ENSGALG00000028382,gga-mir-3524a
ENSGALG00000035529,gga-mir-7470
ENSGALG00000010540,TTC39A
ENSGALG00000017358,YWHAG
ENSGALG00000009322,NVL
ENSGALG00000004845,TIMM10
ENSGALG00000032093,gga-mir-6545
ENSGALG00000017075,FRY
ENSGALG00000041254,gga-mir-7470
ENSGALG00000016400,RSAD2
ENSGALG00000040086,HNRNPK
ENSGALG00000026920,gga-mir-6545
ENSGALG00000012658,TCP11L2
ENSGALG00000033090,VDR
ENSGALG00000025154,gga-mir-1659
ENSGALG00000030488,gga-mir-7470
ENSGALG00000021271,MPZL3
ENSGALG00000010077,RPS3A
ENSGALG00000032366,MEF2A
ENSGALG00000002155,HS6ST1
ENSGALG00000018307,gga-let-7j
ENSGALG00000040968,gga-mir-7470
ENSGALG00000006182,NSFL1C
ENSGALG00000027757,ARL4A
ENSGALG00000025386,gga-mir-1723
ENSGALG00000012812,SVOPL
ENSGALG00000038820,MRPL55
ENSGALG00000007144,SIK3
ENSGALG00000004763,ALDH3A1
ENSGALG00000025443,gga-mir-1621
ENSGALG00000026227,gga-mir-6546
ENSGALG00000005672,SLC6A7
ENSGALG00000015358,MYH15
ENSGALG00000039786,FGFR1
ENSGALG00000036598,KIAA1644
ENSGALG00000001203,TMEM45B
ENSGALG00000013235,PDK1
ENSGALG00000031298,SNRNP200
ENSGALG00000005722,SEC31B
ENSGALG00000032957,NOCT
ENSGALG00000010560,EIF2AK2
ENSGALG00000025291,gga-mir-1354
ENSGALG00000044240,H1F0
ENSGALG00000025469,gga-mir-1457
ENSGALG00000032645,H2A-VI
ENSGALG00000002492,H6PD
ENSGALG00000009510,PIGH
ENSGALG00000025552,gga-mir-1561
ENSGALG00000025153,gga-mir-1606
ENSGALG00000044138,GPA33
ENSGALG00000027292,gga-mir-6669
ENSGALG00000002002,BCAS2
ENSGALG00000031147,G6PC3
ENSGALG00000006488,RYK
ENSGALG00000002511,SYCP1
ENSGALG00000004424,SEC16B
ENSGALG00000012348,MCM6
ENSGALG00000004963,TIMM8A
ENSGALG00000012697,SLC41A2
ENSGALG00000032529,WDR43
ENSGALG00000031922,TRMU
ENSGALG00000025313,gga-mir-1633
ENSGALG00000001467,ANKFY1
